gene_index,gene_id,chromosome,start_site,feature,strand
65530,PPIAP83_1,NW_018654715.1,484282,gene,-
65531,RNU6ATAC40P_1,NW_018654715.1,501138,gene,+
65532,TPK1_1,NW_018654715.1,501398,gene,-
65532,HTPK1,NW_018654715.1,501398,gene,-
65533,BOP1_1,NW_018654716.1,6826,gene,-
65534,HSF1_1,NW_018654716.1,22207,gene,+
65534,HSTF1,NW_018654716.1,22207,gene,+
65535,DGAT1_1,NW_018654716.1,45187,gene,-
65535,ARAT,NW_018654716.1,45187,gene,-
65536,LOC124902050_1,NW_018654716.1,45187,gene,-
65537,MIR6848_1,NW_018654716.1,47849,gene,-
65537,hsa-mir-6848,NW_018654716.1,47849,gene,-
65538,SCRT1_1,NW_018654716.1,61168,gene,-
65538,SCRT,NW_018654716.1,61168,gene,-
65539,TMEM249_1,NW_018654716.1,83831,gene,-
65539,C8ORFK29,NW_018654716.1,83831,gene,-
65540,FBXL6_1,NW_018654716.1,86034,gene,-
65540,FBL6,NW_018654716.1,86034,gene,-
65541,SLC52A2_1,NW_018654716.1,89155,gene,+
65541,BVVLS2,NW_018654716.1,89155,gene,+
65542,LOC101928902_1,NW_018654716.1,99540,gene,-
65543,ADCK5_1,NW_018654716.1,104365,gene,+
65544,CPSF1_1,NW_018654716.1,123834,gene,-
65544,CPSF160,NW_018654716.1,123834,gene,-
65545,MIR939_1,NW_018654716.1,124752,gene,-
65545,hsa-mir-939,NW_018654716.1,124752,gene,-
65546,MIR1234_1,NW_018654716.1,130689,gene,-
65546,hsa-mir-1234,NW_018654716.1,130689,gene,-
65547,MIR6849_1,NW_018654716.1,130880,gene,-
65547,hsa-mir-6849,NW_018654716.1,130880,gene,-
65548,SLC39A4_1,NW_018654716.1,143017,gene,-
65548,AEZ,NW_018654716.1,143017,gene,-
65549,VPS28_1,NW_018654716.1,154219,gene,-
65549,CIIA,NW_018654716.1,154219,gene,-
65550,TONSL_1,NW_018654716.1,159377,gene,-
65550,IKBR,NW_018654716.1,159377,gene,-
65551,MCPH1_2,NW_018654717.1,8385,gene,+
65551,BRIT1,NW_018654717.1,8385,gene,+
65552,MCPH1-AS1_1,NW_018654717.1,10873,gene,-
65553,MIR8055_1,NW_018654717.1,17394,gene,-
65553,hsa-mir-8055,NW_018654717.1,17394,gene,-
65554,AGPAT5_1,NW_018654717.1,103912,gene,+
65554,1AGPAT5,NW_018654717.1,103912,gene,+
65555,LOC100422495_1,NW_018654717.1,113597,gene,+
65556,MIR4659A_1,NW_018654717.1,140434,gene,+
65556,mir-4659a,NW_018654717.1,140434,gene,+
65557,MIR4659B_1,NW_018654717.1,140438,gene,-
65558,LOC124901872_1,NW_018654717.1,176137,gene,+
65559,LOC107986909_1,NW_018654717.1,200282,gene,-
65560,XKR5_1,NW_018654717.1,203788,gene,-
65560,HARL2754,NW_018654717.1,203788,gene,-
65561,GS1-24F4.2_1,NW_018654717.1,230818,gene,+
65562,DEFB1_1,NW_018654717.1,265839,gene,-
65562,BD1,NW_018654717.1,265839,gene,-
65563,DEFA6_1,NW_018654717.1,319821,gene,-
65563,DEF6,NW_018654717.1,319821,gene,-
65564,DEFA4_1,NW_018654717.1,330943,gene,-
65564,DEF4,NW_018654717.1,330943,gene,-
65565,DEFA8P_1,NW_018654717.1,345838,gene,-
65565,DEFAP1,NW_018654717.1,345838,gene,-
65566,DEFA9P_1,NW_018654717.1,354399,gene,-
65566,DEFAP2,NW_018654717.1,354399,gene,-
65567,DEFA10P_1,NW_018654717.1,363250,gene,-
65568,LOC124901873_1,NW_018654717.1,370428,gene,+
65569,DEFA1_1,NW_018654717.1,372761,gene,-
65569,DEF1,NW_018654717.1,372761,gene,-
65570,DEFT1P_1,NW_018654717.1,382297,gene,-
65570,DEFQ1,NW_018654717.1,382297,gene,-
65571,LOC124901874_1,NW_018654717.1,389558,gene,+
65572,DEFA1B_1,NW_018654717.1,391879,gene,-
65572,HNP-1,NW_018654717.1,391879,gene,-
65573,DEFT1P2_1,NW_018654717.1,401415,gene,-
65574,LOC124901875_1,NW_018654717.1,408657,gene,+
65575,DEFA3_1,NW_018654717.1,410989,gene,-
65575,DEF3,NW_018654717.1,410989,gene,-
65576,DEFA11P_1,NW_018654717.1,423725,gene,-
65576,DEFAP3,NW_018654717.1,423725,gene,-
65577,DEFA7P_1,NW_018654717.1,433606,gene,-
65577,DEFA7,NW_018654717.1,433606,gene,-
65578,DEFA5_1,NW_018654717.1,450430,gene,-
65578,DEF5,NW_018654717.1,450430,gene,-
65579,LOC105377799_1,NW_018654717.1,466834,gene,+
65580,VPS51P14_1,NW_018654717.1,478095,gene,+
65581,LOC112268397,NW_018654717.1,508320,gene,-
65582,RPS3AP30_1,NW_018654717.1,517995,gene,+
65582,RPS3A_11_871,NW_018654717.1,517995,gene,+
65583,LOC105377803_1,NW_018654717.1,533677,gene,+
65584,SNRPCP6_1,NW_018654717.1,538218,gene,-
65585,RPS3AP33_1,NW_018654717.1,585880,gene,-
65585,RPS3A_14_872,NW_018654717.1,585880,gene,-
65586,LOC101928095_1,NW_018654717.1,610623,gene,-
65587,VPS51P8_1,NW_018654717.1,633366,gene,-
65588,OR7E125P_1,NW_018654717.1,641693,gene,-
65588,PJCG6,NW_018654717.1,641693,gene,-
65589,LOC112268400,NW_018654717.1,647350,gene,-
65590,FAM90A19_1,NW_018654717.1,651991,gene,+
65590,FAM90A18P,NW_018654717.1,651991,gene,+
65591,FAM90A9_1,NW_018654717.1,659638,gene,+
65591,FAM90A9P,NW_018654717.1,659638,gene,+
65592,FAM90A10_1,NW_018654717.1,667287,gene,+
65592,FAM90A10P,NW_018654717.1,667287,gene,+
65593,PRR23D2_1,NW_018654717.1,676902,gene,-
65593,PRR23D1,NW_018654717.1,676902,gene,-
65594,PRR23D3P_1,NW_018654717.1,690980,gene,-
65595,LOC105379216,NW_018654717.1,698541,gene,-
65596,DEFB107A_1,NW_018654717.1,710045,gene,-
65596,BD-7,NW_018654717.1,710045,gene,-
65597,DEFB105A_1,NW_018654717.1,728798,gene,-
65597,BD-5,NW_018654717.1,728798,gene,-
65598,DEFB106A_1,NW_018654717.1,732932,gene,+
65598,BD-6,NW_018654717.1,732932,gene,+
65599,DEFB104A_1,NW_018654717.1,744233,gene,+
65599,BD-4,NW_018654717.1,744233,gene,+
65600,SPAG11A_1,NW_018654717.1,755806,gene,+
65600,EDDM2A,NW_018654717.1,755806,gene,+
65601,DEFB103A_1,NW_018654717.1,789205,gene,+
65601,BD-3,NW_018654717.1,789205,gene,+
65602,LOC124900578,NW_018654717.1,798820,gene,-
65603,DEFB4A_1,NW_018654717.1,802503,gene,+
65603,BD-2,NW_018654717.1,802503,gene,+
65604,ZNF705B_1,NW_018654717.1,833818,gene,+
65605,DEFB108A_1,NW_018654717.1,841880,gene,-
65606,FAM66E_1,NW_018654717.1,864027,gene,+
65607,USP17L8_1,NW_018654717.1,880674,gene,-
65607,USP17L10,NW_018654717.1,880674,gene,-
65608,USP17L3_1,NW_018654717.1,885400,gene,-
65608,USP17B,NW_018654717.1,885400,gene,-
65609,DEFB109C_1,NW_018654717.1,899413,gene,-
65609,DEFB109,NW_018654717.1,899413,gene,-
65610,FAM90A20_1,NW_018654717.1,921337,gene,-
65610,FAM90A20P,NW_018654717.1,921337,gene,-
65611,LINC00965_1,NW_018654717.1,925381,gene,+
65612,FAM90A11_1,NW_018654717.1,928959,gene,-
65612,FAM90A11P,NW_018654717.1,928959,gene,-
65613,FAM90A24_1,NW_018654717.1,940729,gene,-
65613,FAM90A24P,NW_018654717.1,940729,gene,-
65614,LOC124905443,NW_018654717.1,943617,gene,+
65615,FAM90A12_1,NW_018654717.1,948377,gene,-
65615,FAM90A12P,NW_018654717.1,948377,gene,-
65616,OR7E96P_1,NW_018654717.1,960722,gene,+
65617,VPS51P16_1,NW_018654717.1,969644,gene,+
65618,LOC124905441,NW_018654717.1,979281,gene,+
65619,LOC112268396,NW_018654717.1,1016514,gene,+
65620,ENPP7P12_1,NW_018654717.1,1138908,gene,+
65621,FAM85A_1,NW_018654717.1,1140409,gene,-
65622,LOC112268399,NW_018654717.1,1151152,gene,+
65623,FAM66A_1,NW_018654717.1,1177436,gene,-
65624,LOC124905442,NW_018654717.1,1188134,gene,+
65625,LOC649352_1,NW_018654717.1,1208687,gene,+
65626,ZNF705CP_1,NW_018654717.1,1226628,gene,-
65626,ZNF705C,NW_018654717.1,1226628,gene,-
65627,ZNF705D_1,NW_018654717.1,1226731,gene,-
65627,ZNF705C,NW_018654717.1,1226731,gene,-
65628,DEFB108E_1,NW_018654717.1,1242713,gene,+
65628,DEFB108P4,NW_018654717.1,1242713,gene,+
65629,RNA5SP254_1,NW_018654717.1,1254807,gene,+
65629,RN5S254,NW_018654717.1,1254807,gene,+
65630,DEFB130A_1,NW_018654717.1,1270186,gene,+
65630,DEFB-30,NW_018654717.1,1270186,gene,+
65631,DEFB131C_1,NW_018654717.1,1292315,gene,+
65632,LOC105379246_1,NW_018654717.1,1295401,gene,-
65633,OR7E160P_1,NW_018654717.1,1307300,gene,+
65634,LOC105379245_1,NW_018654717.1,1341454,gene,-
65635,DEFB131E_1,NW_018654717.1,1343954,gene,+
65636,DEFB134_1,NW_018654717.1,1347265,gene,+
65637,LOC100421446_1,NW_018654717.1,1348513,gene,-
65638,DEFB135_1,NW_018654717.1,1363428,gene,-
65638,DEFB136,NW_018654717.1,1363428,gene,-
65639,DEFB136_1,NW_018654717.1,1373422,gene,+
65639,DEFB137,NW_018654717.1,1373422,gene,+
65640,LOC105379244_1,NW_018654717.1,1399495,gene,-
65641,OR7E161P_1,NW_018654717.1,1418469,gene,+
65642,OR7E158P_1,NW_018654717.1,1427240,gene,+
65643,CTSB_1,NW_018654717.1,1479972,gene,+
65643,APPS,NW_018654717.1,1479972,gene,+
65644,FDFT1_1,NW_018654717.1,1508774,gene,-
65644,DGPT,NW_018654717.1,1508774,gene,-
65645,LOC105379243_1,NW_018654717.1,1545639,gene,+
65646,SUB1P1_1,NW_018654717.1,1557022,gene,-
65647,NEIL2_1,NW_018654717.1,1560751,gene,-
65647,NEH2,NW_018654717.1,1560751,gene,-
65648,LINC02905_1,NW_018654717.1,1584854,gene,-
65648,C8orf49,NW_018654717.1,1584854,gene,-
65649,GATA4_1,NW_018654717.1,1588081,gene,-
65649,ASD2,NW_018654717.1,1588081,gene,-
65650,SNORA99_1,NW_018654717.1,1642528,gene,-
65651,LOC124905444,NW_018654717.1,1666104,gene,-
65652,LOC105379242_1,NW_018654717.1,1698734,gene,-
65653,LINC00208_1,NW_018654717.1,1766767,gene,-
65653,C8orf14,NW_018654717.1,1766767,gene,-
65654,BLK_1,NW_018654717.1,1783517,gene,-
65654,MODY11,NW_018654717.1,1783517,gene,-
65655,LOC105379241_1,NW_018654717.1,1789000,gene,+
65656,FAM167A_1,NW_018654717.1,1872181,gene,+
65656,C8orf13,NW_018654717.1,1872181,gene,+
65657,FAM167A-AS1_1,NW_018654717.1,1909911,gene,-
65657,C8orf12,NW_018654717.1,1909911,gene,-
65658,RNU6-1084P_1,NW_018654717.1,1955986,gene,+
65659,TDH_1,NW_018654717.1,1978399,gene,-
65659,SDR14E1P,NW_018654717.1,1978399,gene,-
65660,TDH-AS1_1,NW_018654717.1,1999334,gene,+
65661,MTMR9_1,NW_018654717.1,2008994,gene,-
65661,C8orf9,NW_018654717.1,2008994,gene,-
65662,SLC35G5_1,NW_018654717.1,2014485,gene,-
65662,AMAC,NW_018654717.1,2014485,gene,-
65663,LOC101929290_1,NW_018654717.1,2021420,gene,+
65664,LINC00529_1,NW_018654717.1,2062820,gene,+
65664,C8orf8,NW_018654717.1,2062820,gene,+
65665,RPL19P13_1,NW_018654717.1,2090179,gene,-
65665,RPL19_8_875,NW_018654717.1,2090179,gene,-
65666,XKR6_1,NW_018654717.1,2145097,gene,+
65666,C8orf21,NW_018654717.1,2145097,gene,+
65667,RPL17P29_1,NW_018654717.1,2171285,gene,-
65667,RPL17_18_874,NW_018654717.1,2171285,gene,-
65668,LOC101929269_1,NW_018654717.1,2279931,gene,+
65669,MIR598_1,NW_018654717.1,2311706,gene,+
65669,hsa-mir-598,NW_018654717.1,2311706,gene,+
65670,LOC112268405,NW_018654717.1,2319864,gene,+
65671,LOC101929248_1,NW_018654717.1,2487282,gene,-
65672,PINX1-DT_1,NW_018654717.1,2500756,gene,-
65673,PINX1_1,NW_018654717.1,2507388,gene,+
65673,Gno1,NW_018654717.1,2507388,gene,+
65674,MIR1322_1,NW_018654717.1,2521689,gene,+
65674,hsa-mir-1322,NW_018654717.1,2521689,gene,+
65675,LOC102723313_1,NW_018654717.1,2574175,gene,-
65676,SOX7_1,NW_018654717.1,2616667,gene,+
65677,C8orf74_1,NW_018654717.1,2646603,gene,-
65678,RNA5SP252_1,NW_018654717.1,2660511,gene,-
65678,RN5S252,NW_018654717.1,2660511,gene,-
65679,MIR4286_1,NW_018654717.1,2680031,gene,-
65679,mir-4286,NW_018654717.1,2680031,gene,-
65680,RP1L1_1,NW_018654717.1,2691934,gene,+
65680,DCDC4B,NW_018654717.1,2691934,gene,+
65681,LOC105379237_1,NW_018654717.1,2766345,gene,+
65682,PRSS55_1,NW_018654717.1,2792885,gene,-
65682,CT153,NW_018654717.1,2792885,gene,-
65683,PRSS51_1,NW_018654717.1,2861848,gene,+
65684,LINC03022_1,NW_018654717.1,2865050,gene,-
65684,LINCR-0001,NW_018654717.1,2865050,gene,-
65685,RNU6-729P_1,NW_018654717.1,2870680,gene,-
65686,PRSS52P_1,NW_018654717.1,2871964,gene,+
65687,MSRA_1,NW_018654717.1,2918137,gene,-
65687,PMSR,NW_018654717.1,2918137,gene,-
65688,LOC100420053_1,NW_018654717.1,3009386,gene,+
65689,LOC105379235_1,NW_018654717.1,3292514,gene,+
65690,MSRA-DT_1,NW_018654717.1,3295348,gene,+
65691,LOC124902082_1,NW_018654717.1,3416895,gene,+
65692,MIR124-1_1,NW_018654717.1,3445252,gene,+
65692,mir-124-1,NW_018654717.1,3445252,gene,+
65693,MIR124-1HG_1,NW_018654717.1,3445395,gene,+
65693,LINC00599,NW_018654717.1,3445395,gene,+
65694,LOC124902085_1,NW_018654717.1,3481916,gene,+
65695,TNKS_1,NW_018654717.1,3566718,gene,-
65695,ARTD5,NW_018654717.1,3566718,gene,-
65696,MIR597_1,NW_018654717.1,3609806,gene,-
65696,hsa-mir-597,NW_018654717.1,3609806,gene,-
65697,LOC100420404_1,NW_018654717.1,3894664,gene,-
65698,LOC105379231_1,NW_018654717.1,3925763,gene,-
65699,LOC124901884_1,NW_018654717.1,3965198,gene,+
65700,LOC105379230_1,NW_018654717.1,3976211,gene,+
65701,RNU6-526P_1,NW_018654717.1,3980336,gene,+
65702,LOC105379228_1,NW_018654717.1,3991846,gene,+
65703,LOC157273_1,NW_018654717.1,4016440,gene,-
65704,LOC112268404,NW_018654717.1,4091344,gene,+
65705,LOC107986914_1,NW_018654717.1,4117999,gene,-
65706,LOC101929128_1,NW_018654717.1,4148714,gene,-
65707,PPP1R3B-DT_1,NW_018654717.1,4181985,gene,-
65707,AC02278.4,NW_018654717.1,4181985,gene,-
65708,PPP1R3B_1,NW_018654717.1,4200090,gene,+
65708,GL,NW_018654717.1,4200090,gene,+
65709,LOC112268402_1,NW_018654717.1,4224695,gene,+
65710,ERI1_1,NW_018654717.1,4251550,gene,-
65710,3'HEXO,NW_018654717.1,4251550,gene,-
65711,RNU7-55P_1,NW_018654717.1,4279143,gene,+
65711,HSU7.36,NW_018654717.1,4279143,gene,+
65712,SNORD3I_1,NW_018654717.1,4293352,gene,+
65713,MIR4660_1,NW_018654717.1,4303460,gene,-
65714,LOC105379227_1,NW_018654717.1,4349203,gene,+
65715,LOC124905446,NW_018654717.1,4356335,gene,-
65716,LOC124901866_1,NW_018654717.1,4363863,gene,-
65717,RPL10P19_1,NW_018654717.1,4389828,gene,-
65718,LOC124900259_1,NW_018654717.1,4390244,gene,-
65719,MRPS18CP2_1,NW_018654717.1,4417863,gene,+
65720,LOC124905445,NW_018654717.1,4424528,gene,-
65721,RNU6-682P_1,NW_018654717.1,4456053,gene,-
65722,MFHAS1_1,NW_018654717.1,4458341,gene,+
65722,LRRC65,NW_018654717.1,4458341,gene,+
65723,CLDN23_1,NW_018654717.1,4648031,gene,-
65723,CLDNL,NW_018654717.1,4648031,gene,-
65724,LOC105379225_1,NW_018654717.1,4664852,gene,+
65725,RN7SL178P_1,NW_018654717.1,4769466,gene,+
65726,LOC105379224_1,NW_018654717.1,4778081,gene,-
65727,LOC107986913_1,NW_018654717.1,4884990,gene,-
65728,LINC02950_1,NW_018654717.1,4890730,gene,+
65729,LINC02949_1,NW_018654717.1,4923046,gene,+
65730,LOC105379222_1,NW_018654717.1,4948379,gene,-
65731,PRAG1_1,NW_018654717.1,4961412,gene,+
65731,NACK,NW_018654717.1,4961412,gene,+
65732,LOC124901879_1,NW_018654717.1,5025965,gene,-
65733,FAM86B3P_1,NW_018654717.1,5103000,gene,-
65734,ALG1L13P_1,NW_018654717.1,5103198,gene,+
65735,FAM85B_1,NW_018654717.1,5120362,gene,+
65735,lncRNA-HEIM,NW_018654717.1,5120362,gene,+
65736,ENPP7P1_1,NW_018654717.1,5130949,gene,-
65737,RPS3AP31_1,NW_018654717.1,5246530,gene,-
65738,LOC124905449,NW_018654717.1,5251063,gene,+
65739,LOC124905447,NW_018654717.1,5272045,gene,-
65740,VPS51P15_1,NW_018654717.1,5294068,gene,-
65741,OR7E157P_1,NW_018654717.1,5302368,gene,-
65742,LOC124905448,NW_018654717.1,5308035,gene,-
65743,LOC112268390,NW_018654717.1,5312521,gene,+
65744,LOC128966725,NW_018654717.1,5319211,gene,-
65745,LOC112268391,NW_018654717.1,5319273,gene,+
65746,FAM90A23_1,NW_018654717.1,5320311,gene,+
65746,FAM90A23P,NW_018654717.1,5320311,gene,+
65747,FAM90A17_1,NW_018654717.1,5327967,gene,+
65747,FAM90A16P,NW_018654717.1,5327967,gene,+
65748,FAM90A16_1,NW_018654717.1,5335617,gene,+
65748,FAM90A16P,NW_018654717.1,5335617,gene,+
65749,LOC112268392,NW_018654717.1,5343206,gene,+
65750,LOC128966567,NW_018654717.1,5350771,gene,+
65751,LOC112268393,NW_018654717.1,5350896,gene,+
65752,FAM90A7_1,NW_018654717.1,5358561,gene,+
65752,FAM90A7P,NW_018654717.1,5358561,gene,+
65753,FAM90A6P_1,NW_018654717.1,5366206,gene,+
65754,PRR23D1_1,NW_018654717.1,5375815,gene,-
65754,PRR23D2,NW_018654717.1,5375815,gene,-
65755,LOC101927997_1,NW_018654717.1,5389906,gene,-
65756,LOC105377801_1,NW_018654717.1,5397450,gene,-
65757,DEFB107B_1,NW_018654717.1,5408965,gene,-
65757,HsT21816,NW_018654717.1,5408965,gene,-
65758,DEFB105B_1,NW_018654717.1,5419220,gene,-
65758,BD-5,NW_018654717.1,5419220,gene,-
65759,DEFB106B_1,NW_018654717.1,5422413,gene,+
65759,BD-6,NW_018654717.1,5422413,gene,+
65760,DEFB104B_1,NW_018654717.1,5433764,gene,+
65760,BD-4,NW_018654717.1,5433764,gene,+
65761,SPAG11B_1,NW_018654717.1,5445301,gene,+
65761,EDDM2B,NW_018654717.1,5445301,gene,+
65762,DEFB103B_1,NW_018654717.1,5478491,gene,+
65762,BD-3,NW_018654717.1,5478491,gene,+
65763,HSPD1P2_1,NW_018654717.1,5487803,gene,-
65763,HSP60P2,NW_018654717.1,5487803,gene,-
65764,DEFB4B_1,NW_018654717.1,5491964,gene,+
65764,DEFB4P,NW_018654717.1,5491964,gene,+
65765,ZNF705G_1,NW_018654717.1,5523302,gene,+
65766,DEFB108C_1,NW_018654717.1,5531360,gene,-
65767,USP17L7_1,NW_018654717.1,5570104,gene,-
65768,USP17L1_1,NW_018654717.1,5574835,gene,-
65768,USP17L1P,NW_018654717.1,5574835,gene,-
65769,DEFB109D_1,NW_018654717.1,5588633,gene,-
65769,DEFB109P3,NW_018654717.1,5588633,gene,-
65770,FAM90A25P_1,NW_018654717.1,5609858,gene,-
65770,FAM90A2P,NW_018654717.1,5609858,gene,-
65771,FAM90A2P_1,NW_018654717.1,5611110,gene,-
65772,LOC128966724,NW_018654717.1,5615038,gene,+
65773,FAM86B2_1,NW_018654717.1,5619758,gene,-
65774,FAM86B2-DT_1,NW_018654717.1,5632278,gene,+
65775,ENPP7P6_1,NW_018654717.1,5643281,gene,-
65776,LOC729732_1,NW_018654717.1,5732453,gene,-
65777,RPS3AP34_1,NW_018654717.1,5765708,gene,-
65777,RPS3A_15_876,NW_018654717.1,5765708,gene,-
65778,RPS3AP35_1,NW_018654717.1,5823842,gene,-
65778,RPS3A_16_877,NW_018654717.1,5823842,gene,-
65779,OR7E8P_1,NW_018654717.1,5879499,gene,-
65779,OR11-11a,NW_018654717.1,5879499,gene,-
65780,OR7E15P_1,NW_018654717.1,5891729,gene,-
65780,OR11-392,NW_018654717.1,5891729,gene,-
65781,OR7E10P_1,NW_018654717.1,5898400,gene,-
65781,OR11-1,NW_018654717.1,5898400,gene,-
65782,MIR5692A2_1,NW_018654717.1,5914486,gene,+
65783,LONRF1_1,NW_018654717.1,5917253,gene,-
65783,RNF191,NW_018654717.1,5917253,gene,-
65784,MIR3926-1_1,NW_018654717.1,5922580,gene,-
65784,mir-3926-1,NW_018654717.1,5922580,gene,-
65785,MIR3926-2_1,NW_018654717.1,5922585,gene,+
65785,mir-3926-2,NW_018654717.1,5922585,gene,+
65786,LINC03019_1,NW_018654717.1,5961187,gene,-
65787,LINC00681_1,NW_018654717.1,5989607,gene,+
65788,LOC105379289_1,NW_018654717.1,6060772,gene,+
65789,TRMT9B_1,NW_018654717.1,6141094,gene,+
65789,C8orf79,NW_018654717.1,6141094,gene,+
65790,LOC100422204_1,NW_018654717.1,6153844,gene,+
65791,LOC124901889_1,NW_018654717.1,6180715,gene,-
65792,RNU6-842P_1,NW_018654717.1,6239797,gene,+
65793,LOC124902103_1,NW_018654717.1,6242019,gene,-
65794,DLC1_1,NW_018654717.1,6278952,gene,-
65794,ARHGAP7,NW_018654717.1,6278952,gene,-
65795,MIR3649_1,NW_018654718.1,2459,gene,-
65796,ADIPOR2_1,NW_018654718.1,33214,gene,+
65796,ACDCR2,NW_018654718.1,33214,gene,+
65797,LOC100533654_1,NW_018654718.1,38835,gene,-
65798,RPS4XP14_1,NW_018654718.1,99304,gene,-
65798,RPS4P14,NW_018654718.1,99304,gene,-
65799,CACNA2D4_1,NW_018654718.1,134107,gene,-
65799,RCD4,NW_018654718.1,134107,gene,-
65800,LOC105369602_1,NW_018654718.1,142583,gene,+
65801,LOC105369601_1,NW_018654718.1,155207,gene,+
65802,LRTM2_1,NW_018654718.1,162709,gene,+
65803,LAMP1P1_1,NW_018654718.1,207427,gene,-
65803,LAMP1L1,NW_018654718.1,207427,gene,-
65804,LOC124902858_1,NW_018654718.1,226350,gene,+
65805,LINC00940_1,NW_018654718.1,271346,gene,-
65806,DCP1B_1,NW_018654718.1,283735,gene,-
65806,DCP1,NW_018654718.1,283735,gene,-
65807,CACNA1C_1,NW_018654718.1,311696,gene,+
65807,CACH2,NW_018654718.1,311696,gene,+
65808,CACNA1C-IT1_1,NW_018654718.1,358815,gene,+
65809,CACNA1C-IT2_1,NW_018654718.1,390496,gene,+
65810,LOC107984131_1,NW_018654718.1,474113,gene,+
65811,CACNA1C-AS4_1,NW_018654718.1,562681,gene,-
65812,CACNA1C-IT3_1,NW_018654718.1,617892,gene,+
65813,RPS6P18_1,NW_018654718.1,1008012,gene,+
65813,RPS6_8_1191,NW_018654718.1,1008012,gene,+
65814,CACNA1C-AS2_1,NW_018654718.1,1016616,gene,-
65815,CACNA1C-AS1_1,NW_018654718.1,1024117,gene,-
65816,RNU6-1004P_1,NW_018654719.1,10678,gene,+
65817,ORAI1_1,NW_018654719.1,32306,gene,+
65817,CRACM1,NW_018654719.1,32306,gene,+
65818,MORN3_1,NW_018654719.1,54513,gene,-
65819,LOC112268407,NW_018654720.1,145114,gene,-
65820,SGPP1_1,NW_018654721.1,20168,gene,-
65820,SPP-1,NW_018654721.1,20168,gene,-
65821,EIF2S2P1_1,NW_018654721.1,70627,gene,+
65821,EIF2S2P,NW_018654721.1,70627,gene,+
65822,RNU7-116P_1,NW_018654721.1,72396,gene,+
65823,HMGN2P14_1,NW_018654721.1,128915,gene,+
65824,LOC105370410_1,NW_018654722.1,455,gene,+
65825,LOC105370409_1,NW_018654722.1,776,gene,-
65826,BRD7P1_1,NW_018654722.1,50085,gene,+
65826,BRD7P,NW_018654722.1,50085,gene,+
65827,SUZ12P2_1,NW_018654722.1,69179,gene,+
65828,RN7SKP205_1,NW_018654722.1,92909,gene,+
65829,LOC728667_1,NW_018654722.1,128172,gene,-
65830,LINC00596_1,NW_018654722.1,139702,gene,-
65831,LOC105370411_1,NW_018654722.1,228893,gene,-
65832,DHRS4-AS1_1,NW_018654722.1,239710,gene,-
65832,AS1DHRS4,NW_018654722.1,239710,gene,-
65833,DHRS4_1,NW_018654722.1,254749,gene,+
65833,CR,NW_018654722.1,254749,gene,+
65834,DHRS4L2_1,NW_018654722.1,270855,gene,+
65834,SDR25C3,NW_018654722.1,270855,gene,+
65835,DHRS4L1_1,NW_018654722.1,313415,gene,+
65835,SDR25C4,NW_018654722.1,313415,gene,+
65836,CARMIL3_1,NW_018654722.1,352987,gene,+
65836,C14orf121,NW_018654722.1,352987,gene,+
65837,LOC105370412_1,NW_018654722.1,367762,gene,-
65838,CPNE6_1,NW_018654722.1,371927,gene,+
65838,copine-6,NW_018654722.1,371927,gene,+
65839,NRL_1,NW_018654722.1,379640,gene,-
65839,D14S46E,NW_018654722.1,379640,gene,-
65840,PCK2_1,NW_018654722.1,395154,gene,+
65840,mtPCK2,NW_018654722.1,395154,gene,+
65841,DCAF11_1,NW_018654722.1,415755,gene,+
65841,GL014,NW_018654722.1,415755,gene,+
65842,FITM1_1,NW_018654722.1,431637,gene,+
65842,FIT1,NW_018654722.1,431637,gene,+
65843,PSME1_1,NW_018654722.1,437172,gene,+
65843,HEL-S-129m,NW_018654722.1,437172,gene,+
65844,EMC9_1,NW_018654722.1,439943,gene,-
65844,C14orf122,NW_018654722.1,439943,gene,-
65845,PSME2_1,NW_018654722.1,444343,gene,-
65845,PA28B,NW_018654722.1,444343,gene,-
65846,MIR7703_1,NW_018654722.1,444467,gene,-
65846,hsa-mir-7703,NW_018654722.1,444467,gene,-
65847,RNF31_1,NW_018654722.1,447853,gene,+
65847,HOIP,NW_018654722.1,447853,gene,+
65848,RNA5SP383_1,NW_018654722.1,459581,gene,+
65848,RN5S383,NW_018654722.1,459581,gene,+
65849,IRF9_1,NW_018654722.1,462243,gene,+
65849,IRF-9,NW_018654722.1,462243,gene,+
65850,REC8_1,NW_018654722.1,473058,gene,+
65850,HR21spB,NW_018654722.1,473058,gene,+
65851,IPO4_1,NW_018654722.1,481197,gene,-
65851,Imp4,NW_018654722.1,481197,gene,-
65852,TM9SF1_1,NW_018654722.1,490127,gene,-
65852,HMP70,NW_018654722.1,490127,gene,-
65853,TSSK4_1,NW_018654722.1,506674,gene,+
65853,C14orf20,NW_018654722.1,506674,gene,+
65854,CHMP4A_1,NW_018654722.1,510593,gene,-
65854,C14orf123,NW_018654722.1,510593,gene,-
65855,NEDD8-MDP1_1,NW_018654722.1,514921,gene,-
65856,MDP1_1,NW_018654722.1,514921,gene,-
65856,FN6PASE,NW_018654722.1,514921,gene,-
65857,NEDD8_1,NW_018654722.1,517835,gene,-
65857,NEDD-8,NW_018654722.1,517835,gene,-
65858,GMPR2_1,NW_018654722.1,533600,gene,+
65858,GMPR 2,NW_018654722.1,533600,gene,+
65859,TINF2_1,NW_018654722.1,540618,gene,-
